Dataset,Model Variant,Fault Name,Rank,Variable,Score
Robotics (Pepper),RBF + Ridge,LedsControl.csv,11,LShoulderPitchTemp,3.059007
Robotics (Pepper),RBF + Ridge,LedsControl.csv,12,LaserF01X,2.998521
Robotics (Pepper),RBF + Ridge,LedsControl.csv,13,WheelFLTemp,2.860037
Robotics (Pepper),RBF + Ridge,LedsControl.csv,14,LaserR09X,2.848689
Robotics (Pepper),RBF + Ridge,LedsControl.csv,15,LaserR08X,2.718493
Robotics (Pepper),RBF + Ridge,LedsControl.csv,16,LElbowYawTemp,2.439569
Robotics (Pepper),RBF + Ridge,LedsControl.csv,17,HipRollTemp,2.405612
Robotics (Pepper),RBF + Ridge,LedsControl.csv,18,LaserR06X,2.387716
Robotics (Pepper),RBF + Ridge,LedsControl.csv,19,LaserR07X,2.354672
Robotics (Pepper),RBF + Ridge,LedsControl.csv,20,RShoulderPitchTemp,2.124961
Robotics (Pepper),RBF + Ridge,LedsControl.csv,21,WheelFRStiff,1.694759
Robotics (Pepper),RBF + Ridge,LedsControl.csv,22,LaserR05X,1.670460
Robotics (Pepper),RBF + Ridge,LedsControl.csv,23,LaserR11X,1.623035
Robotics (Pepper),RBF + Ridge,LedsControl.csv,24,HeadYawTemp,1.379137
Robotics (Pepper),RBF + Ridge,LedsControl.csv,25,LaserR15X,1.362301
Robotics (Pepper),RBF + Ridge,LedsControl.csv,26,RElbowRollTemp,1.286532
Robotics (Pepper),RBF + Ridge,LedsControl.csv,27,HipPicthTemp,1.109364
Robotics (Pepper),RBF + Ridge,LedsControl.csv,28,LWristYawTemp,1.085352
Robotics (Pepper),RBF + Ridge,LedsControl.csv,29,LaserR12X,1.070786
Robotics (Pepper),RBF + Ridge,LedsControl.csv,30,RElbowYawTemp,1.020186
Robotics (Pepper),RBF + Ridge,LedsControl.csv,31,LHandTemp,0.865651
Robotics (Pepper),RBF + Ridge,LedsControl.csv,32,RWristYawTemp,0.468626
